対象品目コード,対象品目名,候補品目コード,候補品目名,根拠
PRCG20_1201350007,建設用トラクタ,PRCG20_1200950005,厚中板,構体・バケット材
PRCG20_1201350007,建設用トラクタ,PRCG20_1200950021,鍛造品,足回り部品
PRCG20_1201350008,穀物処理機械,PRCG20_1200950016,ステンレス冷延鋼板,食品機械の接液部材
PRCG20_1201350008,穀物処理機械,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350008,穀物処理機械,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201350008,穀物処理機械,PRCG20_1201550014,コントロールユニット,制御部
PRCG20_1201350009,製パン・製菓機械,PRCG20_1200950016,ステンレス冷延鋼板,食品機械の接液部材
PRCG20_1201350009,製パン・製菓機械,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350009,製パン・製菓機械,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201350009,製パン・製菓機械,PRCG20_1201550014,コントロールユニット,制御部
PRCG20_1201350010,肉製品・水産製品製造機械,PRCG20_1200950016,ステンレス冷延鋼板,食品機械の接液部材
PRCG20_1201350010,肉製品・水産製品製造機械,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350010,肉製品・水産製品製造機械,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201350010,肉製品・水産製品製造機械,PRCG20_1201550014,コントロールユニット,制御部
PRCG20_1201350011,印刷関連機械,PRCG20_1200950016,ステンレス冷延鋼板,食品機械の接液部材
PRCG20_1201350011,印刷関連機械,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350011,印刷関連機械,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201350011,印刷関連機械,PRCG20_1201550014,コントロールユニット,制御部
PRCG20_1201350012,包装・荷造機械,PRCG20_1200950016,ステンレス冷延鋼板,食品機械の接液部材
PRCG20_1201350012,包装・荷造機械,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350012,包装・荷造機械,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201350012,包装・荷造機械,PRCG20_1201550014,コントロールユニット,制御部
PRCG20_1201350013,化学機械,PRCG20_1200950016,ステンレス冷延鋼板,耐食槽・配管材
PRCG20_1201350013,化学機械,PRCG20_1200950005,厚中板,圧力容器材
PRCG20_1201350013,化学機械,PRCG20_1200950011,普通鋼鋼管,配管材
PRCG20_1201350013,化学機械,PRCG20_1201650001,電動機,撹拌・搬送駆動
PRCG20_1201350014,鋳造装置,PRCG20_1200950008,機械構造用炭素鋼,型締・射出機構材
PRCG20_1201350014,鋳造装置,PRCG20_1200950022,機械用銑鉄鋳物,フレーム鋳物
PRCG20_1201350014,鋳造装置,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350014,鋳造装置,PRCG20_1201550014,コントロールユニット,制御部
PRCG20_1201350015,プラスチック加工機械,PRCG20_1200950008,機械構造用炭素鋼,型締・射出機構材
PRCG20_1201350015,プラスチック加工機械,PRCG20_1200950022,機械用銑鉄鋳物,フレーム鋳物
PRCG20_1201350015,プラスチック加工機械,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350015,プラスチック加工機械,PRCG20_1201550014,コントロールユニット,制御部
PRCG20_1201350016,旋盤,PRCG20_1200950022,機械用銑鉄鋳物,ベッド・コラム鋳物
PRCG20_1201350016,旋盤,PRCG20_1201550014,コントロールユニット,NC制御装置
PRCG20_1201350016,旋盤,PRCG20_1201650001,電動機,主軸・送り駆動
PRCG20_1201350016,旋盤,PRCG20_1201250018,玉軸受,主軸軸受
PRCG20_1201350016,旋盤,PRCG20_1201250019,ころ軸受,案内軸受
PRCG20_1201350017,研削盤,PRCG20_1200950022,機械用銑鉄鋳物,ベッド・コラム鋳物
PRCG20_1201350017,研削盤,PRCG20_1201550014,コントロールユニット,NC制御装置
PRCG20_1201350017,研削盤,PRCG20_1201650001,電動機,主軸・送り駆動
PRCG20_1201350017,研削盤,PRCG20_1201250018,玉軸受,主軸軸受
PRCG20_1201350017,研削盤,PRCG20_1201250019,ころ軸受,案内軸受
PRCG20_1201350018,マシニングセンタ,PRCG20_1200950022,機械用銑鉄鋳物,ベッド・コラム鋳物
PRCG20_1201350018,マシニングセンタ,PRCG20_1201550014,コントロールユニット,NC制御装置
PRCG20_1201350018,マシニングセンタ,PRCG20_1201650001,電動機,主軸・送り駆動
PRCG20_1201350018,マシニングセンタ,PRCG20_1201250018,玉軸受,主軸軸受
PRCG20_1201350018,マシニングセンタ,PRCG20_1201250019,ころ軸受,案内軸受
PRCG20_1201350019,プレス機械,PRCG20_1200950008,機械構造用炭素鋼,フレーム・金型部材
PRCG20_1201350019,プレス機械,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201350019,プレス機械,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350019,プレス機械,PRCG20_1201250008,油圧シリンダ,加圧機構
PRCG20_1201350020,ワイヤフォーミングマシン,PRCG20_1200950008,機械構造用炭素鋼,フレーム・金型部材
PRCG20_1201350020,ワイヤフォーミングマシン,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201350020,ワイヤフォーミングマシン,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350020,ワイヤフォーミングマシン,PRCG20_1201250008,油圧シリンダ,加圧機構
PRCG20_1201350021,金属圧延用ロール,PRCG20_1200950008,機械構造用炭素鋼,フレーム・金型部材
PRCG20_1201350021,金属圧延用ロール,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201350021,金属圧延用ロール,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350021,金属圧延用ロール,PRCG20_1201250008,油圧シリンダ,加圧機構
PRCG20_1201350022,特殊鋼切削工具,PRCG20_1200950007,工具鋼,刃部素材
PRCG20_1201350022,特殊鋼切削工具,PRCG20_1200950009,構造用合金鋼,シャンク素材
PRCG20_1201350022,特殊鋼切削工具,PRCG20_1202250001,事業用電力,熱処理の電力
PRCG20_1201350023,超硬工具,PRCG20_2600350027,モリブデン鉱,超硬原料のレアメタル
PRCG20_1201350023,超硬工具,PRCG20_2600350015,コバルト地金,結合材
PRCG20_1201350023,超硬工具,PRCG20_1202250001,事業用電力,焼結の電力
PRCG20_1201350024,ダイヤモンド工具,PRCG20_1201150018,粉末や金製品,台金・ボンド材
PRCG20_1201350024,ダイヤモンド工具,PRCG20_1200950008,機械構造用炭素鋼,台金素材
PRCG20_1201350024,ダイヤモンド工具,PRCG20_1202250001,事業用電力,焼結・加工の電力
PRCG20_1201350025,空気動工具・電動工具,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350025,空気動工具・電動工具,PRCG20_1201050015,アルミニウム合金ダイカスト,ハウジング
PRCG20_1201350025,空気動工具・電動工具,PRCG20_1200950008,機械構造用炭素鋼,軸・ギア素材
PRCG20_1201350026,半導体製造装置（除フラットパネルディスプレイ製造装置）,PRCG20_1201550014,コントロールユニット,装置制御部
PRCG20_1201350026,半導体製造装置（除フラットパネルディスプレイ製造装置）,PRCG20_1201550005,集積回路,制御・演算部品
PRCG20_1201350026,半導体製造装置（除フラットパネルディスプレイ製造装置）,PRCG20_1201650001,電動機,搬送・駆動部
PRCG20_1201350026,半導体製造装置（除フラットパネルディスプレイ製造装置）,PRCG20_1200950016,ステンレス冷延鋼板,チャンバ材
PRCG20_1201350027,金型,PRCG20_1200950007,工具鋼,型材の主原料
PRCG20_1201350027,金型,PRCG20_1200950008,機械構造用炭素鋼,型枠部材
PRCG20_1201350027,金型,PRCG20_1201350022,特殊鋼切削工具,型彫り加工用工具
PRCG20_1201350028,真空ポンプ,PRCG20_1200950016,ステンレス冷延鋼板,チャンバ材
PRCG20_1201350028,真空ポンプ,PRCG20_1201650001,電動機,駆動部
PRCG20_1201350028,真空ポンプ,PRCG20_1200950022,機械用銑鉄鋳物,ケーシング
PRCG20_1201350029,ロボット,PRCG20_1201650001,電動機,サーボモータ
PRCG20_1201350029,ロボット,PRCG20_1201550014,コントロールユニット,制御装置
PRCG20_1201350029,ロボット,PRCG20_1201250020,変速機,減速機構
PRCG20_1201350029,ロボット,PRCG20_1201550005,集積回路,制御演算部品
PRCG20_1201350029,ロボット,PRCG20_1201050015,アルミニウム合金ダイカスト,アーム構体
PRCG20_1201450001,自動車整備・サービス機器,PRCG20_1200950013,冷延広幅帯鋼,筐体材
PRCG20_1201450001,自動車整備・サービス機器,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201450001,自動車整備・サービス機器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450001,自動車整備・サービス機器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450002,娯楽機器,PRCG20_1200950013,冷延広幅帯鋼,筐体材
PRCG20_1201450002,娯楽機器,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201450002,娯楽機器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450002,娯楽機器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450003,自動販売機,PRCG20_1200950013,冷延広幅帯鋼,筐体材
PRCG20_1201450003,自動販売機,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201450003,自動販売機,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450003,自動販売機,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450004,積算体積計,PRCG20_1201550005,集積回路,演算・変換部品
PRCG20_1201450004,積算体積計,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450004,積算体積計,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201450004,積算体積計,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450005,はかり,PRCG20_1201550005,集積回路,演算・変換部品
PRCG20_1201450005,はかり,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450005,はかり,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201450005,はかり,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450006,圧力計・流量計,PRCG20_1201550005,集積回路,演算・変換部品
PRCG20_1201450006,圧力計・流量計,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450006,圧力計・流量計,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201450006,圧力計・流量計,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450007,精密測定器,PRCG20_1201550005,集積回路,演算・変換部品
PRCG20_1201450007,精密測定器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450007,精密測定器,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201450007,精密測定器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450008,分析機器,PRCG20_1201550005,集積回路,演算・変換部品
PRCG20_1201450008,分析機器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450008,分析機器,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201450008,分析機器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450009,試験機,PRCG20_1201550005,集積回路,演算・変換部品
PRCG20_1201450009,試験機,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450009,試験機,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201450009,試験機,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450010,理化学機器,PRCG20_1201550005,集積回路,演算・変換部品
PRCG20_1201450010,理化学機器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450010,理化学機器,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201450010,理化学機器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201450011,医療用機器,PRCG20_1200950016,ステンレス冷延鋼板,器具材料
PRCG20_1201450011,医療用機器,PRCG20_1201550005,集積回路,電子制御部品
PRCG20_1201450011,医療用機器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450011,医療用機器,PRCG20_1200750018,医療・衛生用プラスチック製品,ディスポ部材
PRCG20_1201450012,病院用器具,PRCG20_1200950016,ステンレス冷延鋼板,器具材料
PRCG20_1201450012,病院用器具,PRCG20_1201550005,集積回路,電子制御部品
PRCG20_1201450012,病院用器具,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450012,病院用器具,PRCG20_1200750018,医療・衛生用プラスチック製品,ディスポ部材
PRCG20_1201450013,歯科用機器,PRCG20_1200950016,ステンレス冷延鋼板,器具材料
PRCG20_1201450013,歯科用機器,PRCG20_1201550005,集積回路,電子制御部品
PRCG20_1201450013,歯科用機器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450013,歯科用機器,PRCG20_1200750018,医療・衛生用プラスチック製品,ディスポ部材
PRCG20_1201450014,医療用品,PRCG20_1200950016,ステンレス冷延鋼板,器具材料
PRCG20_1201450014,医療用品,PRCG20_1201550005,集積回路,電子制御部品
PRCG20_1201450014,医療用品,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450014,医療用品,PRCG20_1200750018,医療・衛生用プラスチック製品,ディスポ部材
PRCG20_1201450015,歯科材料,PRCG20_1200950016,ステンレス冷延鋼板,器具材料
PRCG20_1201450015,歯科材料,PRCG20_1201550005,集積回路,電子制御部品
PRCG20_1201450015,歯科材料,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201450015,歯科材料,PRCG20_1200750018,医療・衛生用プラスチック製品,ディスポ部材
PRCG20_1201450016,カメラ用交換レンズ,PRCG20_1200850006,ガラス製加工素材,光学ガラス素材
PRCG20_1201450016,カメラ用交換レンズ,PRCG20_1201050015,アルミニウム合金ダイカスト,鏡筒材
PRCG20_1201450016,カメラ用交換レンズ,PRCG20_1201650001,電動機,AF駆動部
PRCG20_1201550001,光電変換素子,PRCG20_1201550017,シリコンウエハ,基板材料
PRCG20_1201550001,光電変換素子,PRCG20_2600850015,シリコンウエハ,輸入基板材料
PRCG20_1201550001,光電変換素子,PRCG20_1201050004,金地金,ボンディングワイヤ・電極
PRCG20_1201550001,光電変換素子,PRCG20_1202250001,事業用電力,クリーンルームの大量電力
PRCG20_1201550002,ダイオード・整流素子,PRCG20_1201550017,シリコンウエハ,基板材料
PRCG20_1201550002,ダイオード・整流素子,PRCG20_2600850015,シリコンウエハ,輸入基板材料
PRCG20_1201550002,ダイオード・整流素子,PRCG20_1201050004,金地金,ボンディングワイヤ・電極
PRCG20_1201550002,ダイオード・整流素子,PRCG20_1202250001,事業用電力,クリーンルームの大量電力
PRCG20_1201550003,トランジスタ,PRCG20_1201550017,シリコンウエハ,基板材料
PRCG20_1201550003,トランジスタ,PRCG20_2600850015,シリコンウエハ,輸入基板材料
PRCG20_1201550003,トランジスタ,PRCG20_1201050004,金地金,ボンディングワイヤ・電極
PRCG20_1201550003,トランジスタ,PRCG20_1202250001,事業用電力,クリーンルームの大量電力
PRCG20_1201550004,サーミスタ,PRCG20_1201550017,シリコンウエハ,基板材料
PRCG20_1201550004,サーミスタ,PRCG20_2600850015,シリコンウエハ,輸入基板材料
PRCG20_1201550004,サーミスタ,PRCG20_1201050004,金地金,ボンディングワイヤ・電極
PRCG20_1201550004,サーミスタ,PRCG20_1202250001,事業用電力,クリーンルームの大量電力
PRCG20_1201550005,集積回路,PRCG20_1201550017,シリコンウエハ,基板材料
PRCG20_1201550005,集積回路,PRCG20_2600850015,シリコンウエハ,輸入基板材料
PRCG20_1201550005,集積回路,PRCG20_1201950013,フォトマスク,露光原版
PRCG20_1201550005,集積回路,PRCG20_1201050004,金地金,配線・電極材
PRCG20_1201550005,集積回路,PRCG20_1202250001,事業用電力,クリーンルームの大量電力
PRCG20_1201550006,液晶パネル,PRCG20_1200850006,ガラス製加工素材,基板ガラス
PRCG20_1201550006,液晶パネル,PRCG20_1201550005,集積回路,駆動IC
PRCG20_1201550006,液晶パネル,PRCG20_1200750005,プラスチックフィルム・シート,偏光板等のフィルム
PRCG20_1201550006,液晶パネル,PRCG20_1202250001,事業用電力,製造の電力
PRCG20_1201550007,プリント配線板,PRCG20_1201050011,銅伸銅品,銅箔原料
PRCG20_1201550007,プリント配線板,PRCG20_1200850005,ガラス繊維・同製品,ガラスクロス基材
PRCG20_1201550007,プリント配線板,PRCG20_1200550021,熱硬化性樹脂,エポキシ基板樹脂
PRCG20_1201550007,プリント配線板,PRCG20_1201050004,金地金,端子めっき
PRCG20_1201550008,電子機器用抵抗器,PRCG20_1201050011,銅伸銅品,電極・端子材
PRCG20_1201550008,電子機器用抵抗器,PRCG20_1201050017,貴金属展伸材,接点・電極材
PRCG20_1201550008,電子機器用抵抗器,PRCG20_2600350017,ニッケル地金,電極材料
PRCG20_1201550008,電子機器用抵抗器,PRCG20_1200550027,飽和ポリエステル樹脂,フィルム系部材
PRCG20_1201550008,電子機器用抵抗器,PRCG20_1202250001,事業用電力,製造の電力
PRCG20_1201550009,電子機器用コンデンサ,PRCG20_2600350017,ニッケル地金,内部電極材
PRCG20_1201550009,電子機器用コンデンサ,PRCG20_1201050011,銅伸銅品,端子材
PRCG20_1201550009,電子機器用コンデンサ,PRCG20_1200550027,飽和ポリエステル樹脂,フィルムコンデンサ誘電体
PRCG20_1201550009,電子機器用コンデンサ,PRCG20_1202250001,事業用電力,焼成の電力
PRCG20_1201550010,電子機器用変成器,PRCG20_1201050011,銅伸銅品,電極・端子材
PRCG20_1201550010,電子機器用変成器,PRCG20_1201050017,貴金属展伸材,接点・電極材
PRCG20_1201550010,電子機器用変成器,PRCG20_2600350017,ニッケル地金,電極材料
PRCG20_1201550010,電子機器用変成器,PRCG20_1200550027,飽和ポリエステル樹脂,フィルム系部材
PRCG20_1201550010,電子機器用変成器,PRCG20_1202250001,事業用電力,製造の電力
PRCG20_1201550011,変換部品,PRCG20_1201050011,銅伸銅品,電極・端子材
PRCG20_1201550011,変換部品,PRCG20_1201050017,貴金属展伸材,接点・電極材
PRCG20_1201550011,変換部品,PRCG20_2600350017,ニッケル地金,電極材料
PRCG20_1201550011,変換部品,PRCG20_1200550027,飽和ポリエステル樹脂,フィルム系部材
PRCG20_1201550011,変換部品,PRCG20_1202250001,事業用電力,製造の電力
PRCG20_1201550012,接続部品,PRCG20_1201050011,銅伸銅品,電極・端子材
PRCG20_1201550012,接続部品,PRCG20_1201050017,貴金属展伸材,接点・電極材
PRCG20_1201550012,接続部品,PRCG20_2600350017,ニッケル地金,電極材料
PRCG20_1201550012,接続部品,PRCG20_1200550027,飽和ポリエステル樹脂,フィルム系部材
PRCG20_1201550012,接続部品,PRCG20_1202250001,事業用電力,製造の電力
PRCG20_1201550013,電源・高周波ユニット,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201550013,電源・高周波ユニット,PRCG20_1201550005,集積回路,制御IC
PRCG20_1201550013,電源・高周波ユニット,PRCG20_1201550009,電子機器用コンデンサ,平滑部品
PRCG20_1201550013,電源・高周波ユニット,PRCG20_1201550010,電子機器用変成器,トランス部品
PRCG20_1201550014,コントロールユニット,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201550014,コントロールユニット,PRCG20_1201550005,集積回路,制御IC
PRCG20_1201550014,コントロールユニット,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201550014,コントロールユニット,PRCG20_1201550009,電子機器用コンデンサ,受動部品
PRCG20_1201550015,磁性材部品,PRCG20_2600350024,鉄鉱石,フェライトの鉄源
PRCG20_1201550015,磁性材部品,PRCG20_2600350017,ニッケル地金,合金添加材
PRCG20_1201550015,磁性材部品,PRCG20_1202250001,事業用電力,焼成の電力
PRCG20_1201550016,水晶振動子,PRCG20_1201050017,貴金属展伸材,電極材
PRCG20_1201550016,水晶振動子,PRCG20_1202250001,事業用電力,育成・加工の電力
PRCG20_1201550016,水晶振動子,PRCG20_1200550004,圧縮ガス・液化ガス,封止用ガス
PRCG20_1201550017,シリコンウエハ,PRCG20_2600350018,シリコン,多結晶シリコン原料
PRCG20_1201550017,シリコンウエハ,PRCG20_1202250001,事業用電力,引上げ・加工の大量電力
PRCG20_1201550017,シリコンウエハ,PRCG20_1200550004,圧縮ガス・液化ガス,プロセスガス
PRCG20_1201550018,センサデバイス,PRCG20_1201050011,銅伸銅品,電極・端子材
PRCG20_1201550018,センサデバイス,PRCG20_1201050017,貴金属展伸材,接点・電極材
PRCG20_1201550018,センサデバイス,PRCG20_2600350017,ニッケル地金,電極材料
PRCG20_1201550018,センサデバイス,PRCG20_1200550027,飽和ポリエステル樹脂,フィルム系部材
PRCG20_1201550018,センサデバイス,PRCG20_1202250001,事業用電力,製造の電力
PRCG20_1201650001,電動機,PRCG20_1200950014,冷延電気鋼帯,鉄心材
PRCG20_1201650001,電動機,PRCG20_1201050009,銅巻線,巻線
PRCG20_1201650001,電動機,PRCG20_1201050015,アルミニウム合金ダイカスト,フレーム
PRCG20_1201650001,電動機,PRCG20_1201250018,玉軸受,軸受
PRCG20_1201650001,電動機,PRCG20_1201650038,永久磁石,磁石材
PRCG20_1201650002,変圧器・計器用変成器,PRCG20_1200950014,冷延電気鋼帯,鉄心材
PRCG20_1201650002,変圧器・計器用変成器,PRCG20_1201050009,銅巻線,巻線
PRCG20_1201650002,変圧器・計器用変成器,PRCG20_1201050011,銅伸銅品,導体材
PRCG20_1201650003,継電器,PRCG20_1200950013,冷延広幅帯鋼,盤筐体材
PRCG20_1201650003,継電器,PRCG20_1201050011,銅伸銅品,母線・導体
PRCG20_1201650003,継電器,PRCG20_1201650010,配線器具,内部部品
PRCG20_1201650003,継電器,PRCG20_1201550007,プリント配線板,制御基板
PRCG20_1201650004,遮断器,PRCG20_1200950013,冷延広幅帯鋼,盤筐体材
PRCG20_1201650004,遮断器,PRCG20_1201050011,銅伸銅品,母線・導体
PRCG20_1201650004,遮断器,PRCG20_1201650010,配線器具,内部部品
PRCG20_1201650004,遮断器,PRCG20_1201550007,プリント配線板,制御基板
PRCG20_1201650005,開閉器,PRCG20_1200950013,冷延広幅帯鋼,盤筐体材
PRCG20_1201650005,開閉器,PRCG20_1201050011,銅伸銅品,母線・導体
PRCG20_1201650005,開閉器,PRCG20_1201650010,配線器具,内部部品
PRCG20_1201650005,開閉器,PRCG20_1201550007,プリント配線板,制御基板
PRCG20_1201650006,プログラマブルコントローラ,PRCG20_1200950013,冷延広幅帯鋼,盤筐体材
PRCG20_1201650006,プログラマブルコントローラ,PRCG20_1201050011,銅伸銅品,母線・導体
PRCG20_1201650006,プログラマブルコントローラ,PRCG20_1201650010,配線器具,内部部品
PRCG20_1201650006,プログラマブルコントローラ,PRCG20_1201550007,プリント配線板,制御基板
PRCG20_1201650007,配電盤,PRCG20_1200950013,冷延広幅帯鋼,盤筐体材
PRCG20_1201650007,配電盤,PRCG20_1201050011,銅伸銅品,母線・導体
PRCG20_1201650007,配電盤,PRCG20_1201650010,配線器具,内部部品
PRCG20_1201650007,配電盤,PRCG20_1201550007,プリント配線板,制御基板
PRCG20_1201650008,監視制御装置,PRCG20_1200950013,冷延広幅帯鋼,盤筐体材
PRCG20_1201650008,監視制御装置,PRCG20_1201050011,銅伸銅品,母線・導体
PRCG20_1201650008,監視制御装置,PRCG20_1201650010,配線器具,内部部品
PRCG20_1201650008,監視制御装置,PRCG20_1201550007,プリント配線板,制御基板
PRCG20_1201650009,分電盤,PRCG20_1200950013,冷延広幅帯鋼,盤筐体材
PRCG20_1201650009,分電盤,PRCG20_1201050011,銅伸銅品,母線・導体
PRCG20_1201650009,分電盤,PRCG20_1201650010,配線器具,内部部品
PRCG20_1201650009,分電盤,PRCG20_1201550007,プリント配線板,制御基板
PRCG20_1201650010,配線器具,PRCG20_1201050012,黄銅伸銅品,導電部材
PRCG20_1201650010,配線器具,PRCG20_1200550021,熱硬化性樹脂,絶縁成形材
PRCG20_1201650010,配線器具,PRCG20_1201050011,銅伸銅品,導体材
PRCG20_1201650011,充電発電機,PRCG20_1201050009,銅巻線,コイル巻線
PRCG20_1201650011,充電発電機,PRCG20_1201050015,アルミニウム合金ダイカスト,ハウジング
PRCG20_1201650011,充電発電機,PRCG20_1201650038,永久磁石,界磁部品
PRCG20_1201650012,始動電動機,PRCG20_1201050009,銅巻線,コイル巻線
PRCG20_1201650012,始動電動機,PRCG20_1201050015,アルミニウム合金ダイカスト,ハウジング
PRCG20_1201650012,始動電動機,PRCG20_1201650038,永久磁石,界磁部品
PRCG20_1201650013,イグニッションコイル,PRCG20_1201050009,銅巻線,コイル巻線
PRCG20_1201650013,イグニッションコイル,PRCG20_1200950014,冷延電気鋼帯,鉄心材
PRCG20_1201650013,イグニッションコイル,PRCG20_1200550021,熱硬化性樹脂,封止樹脂
PRCG20_1201650014,ワイヤーハーネス,PRCG20_1201050008,プラスチック被覆銅線,電線
PRCG20_1201650014,ワイヤーハーネス,PRCG20_1201050007,銅裸線,導体原料
PRCG20_1201650014,ワイヤーハーネス,PRCG20_1201550012,接続部品,コネクタ・端子
PRCG20_1201650014,ワイヤーハーネス,PRCG20_2600850018,ワイヤーハーネス,輸入品
PRCG20_1201650015,電力変換装置,PRCG20_1201550005,集積回路,パワー半導体・制御IC
PRCG20_1201650015,電力変換装置,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201650015,電力変換装置,PRCG20_1201550009,電子機器用コンデンサ,平滑用部品
PRCG20_1201650015,電力変換装置,PRCG20_1201050011,銅伸銅品,導体材
PRCG20_1201650016,民生用エアコンディショナ,PRCG20_1201050011,銅伸銅品,熱交換器の銅管
PRCG20_1201650016,民生用エアコンディショナ,PRCG20_1201050013,アルミ圧延製品,フィン材
PRCG20_1201650016,民生用エアコンディショナ,PRCG20_1201250006,圧縮機・送風機,コンプレッサ
PRCG20_1201650016,民生用エアコンディショナ,PRCG20_1201650001,電動機,ファンモータ
PRCG20_1201650016,民生用エアコンディショナ,PRCG20_1201550005,集積回路,インバータ制御
PRCG20_1201650016,民生用エアコンディショナ,PRCG20_2600850020,民生用エアコンディショナ,輸入完成品・部品
PRCG20_1201650017,電気がま,PRCG20_1201650001,電動機,駆動モータ
PRCG20_1201650017,電気がま,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201650017,電気がま,PRCG20_1200750008,電気機器用プラスチック製品,筐体・内装部品
PRCG20_1201650017,電気がま,PRCG20_1200950013,冷延広幅帯鋼,筐体板金材
PRCG20_1201650018,電気冷蔵庫,PRCG20_1201250006,圧縮機・送風機,コンプレッサ
PRCG20_1201650018,電気冷蔵庫,PRCG20_1200750011,硬質プラスチック発泡製品,断熱材
PRCG20_1201650018,電気冷蔵庫,PRCG20_1200950013,冷延広幅帯鋼,筐体材
PRCG20_1201650018,電気冷蔵庫,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201650019,クッキングヒーター,PRCG20_1201650001,電動機,駆動モータ
PRCG20_1201650019,クッキングヒーター,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201650019,クッキングヒーター,PRCG20_1200750008,電気機器用プラスチック製品,筐体・内装部品
PRCG20_1201650019,クッキングヒーター,PRCG20_1200950013,冷延広幅帯鋼,筐体板金材
PRCG20_1201650020,換気扇,PRCG20_1201650001,電動機,駆動モータ
PRCG20_1201650020,換気扇,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201650020,換気扇,PRCG20_1200750008,電気機器用プラスチック製品,筐体・内装部品
PRCG20_1201650020,換気扇,PRCG20_1200950013,冷延広幅帯鋼,筐体板金材
PRCG20_1201650021,電気温水器・給湯機,PRCG20_1201050011,銅伸銅品,熱交換器材
PRCG20_1201650021,電気温水器・給湯機,PRCG20_1200950016,ステンレス冷延鋼板,タンク材
PRCG20_1201650021,電気温水器・給湯機,PRCG20_1201250006,圧縮機・送風機,ヒートポンプ部
PRCG20_1201650021,電気温水器・給湯機,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201650022,電気洗濯機,PRCG20_1201650001,電動機,駆動モータ
PRCG20_1201650022,電気洗濯機,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201650022,電気洗濯機,PRCG20_1200750008,電気機器用プラスチック製品,筐体・内装部品
